,Unnamed: 0,dept_id,cat_id,item_id,state_id,store_id,datetime,sales
33,33,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2011-09-19,0.0
34,34,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2011-09-26,0.0
35,35,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2011-10-03,0.0
36,36,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2011-10-10,0.0
37,37,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2011-10-17,0.0
38,38,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2011-10-24,0.0
39,39,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2011-10-31,0.0
40,40,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2011-11-07,11.0
41,41,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2011-11-14,11.0
42,42,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2011-11-21,8.0
43,43,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2011-11-28,4.0
44,44,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2011-12-05,21.0
45,45,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2011-12-12,5.0
46,46,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2011-12-19,14.0
47,47,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2011-12-26,18.0
48,48,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-01-02,6.0
49,49,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-01-09,3.0
50,50,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-01-16,5.0
51,51,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-01-23,7.0
52,52,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-01-30,6.0
53,53,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-02-06,3.0
54,54,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-02-13,7.0
55,55,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-02-20,2.0
56,56,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-02-27,10.0
57,57,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-03-05,7.0
58,58,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-03-12,9.0
59,59,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-03-19,3.0
60,60,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-03-26,15.0
61,61,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-04-02,8.0
62,62,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-04-09,11.0
63,63,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-04-16,7.0
64,64,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-04-23,6.0
65,65,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-04-30,5.0
66,66,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-05-07,8.0
67,67,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-05-14,8.0
68,68,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-05-21,1.0
69,69,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-05-28,7.0
70,70,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-06-04,9.0
71,71,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-06-11,7.0
72,72,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-06-18,11.0
73,73,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-06-25,2.0
74,74,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-07-02,4.0
75,75,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-07-09,4.0
76,76,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-07-16,4.0
77,77,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-07-23,10.0
78,78,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-07-30,9.0
79,79,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-08-06,8.0
80,80,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-08-13,17.0
81,81,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-08-20,22.0
82,82,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-08-27,18.0
83,83,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-09-03,6.0
84,84,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-09-10,10.0
85,85,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-09-17,11.0
86,86,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-09-24,4.0
87,87,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-10-01,12.0
88,88,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-10-08,8.0
89,89,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-10-15,7.0
90,90,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-10-22,3.0
91,91,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-10-29,6.0
92,92,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-11-05,12.0
93,93,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-11-12,4.0
94,94,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-11-19,5.0
95,95,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-11-26,8.0
96,96,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-12-03,7.0
97,97,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-12-10,9.0
98,98,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-12-17,8.0
99,99,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-12-24,12.0
100,100,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2012-12-31,5.0
101,101,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-01-07,5.0
102,102,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-01-14,9.0
103,103,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-01-21,2.0
104,104,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-01-28,3.0
105,105,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-02-04,5.0
106,106,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-02-11,10.0
107,107,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-02-18,5.0
108,108,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-02-25,4.0
109,109,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-03-04,8.0
110,110,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-03-11,2.0
111,111,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-03-18,4.0
112,112,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-03-25,5.0
113,113,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-04-01,6.0
114,114,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-04-08,3.0
115,115,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-04-15,5.0
116,116,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-04-22,1.0
117,117,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-04-29,1.0
118,118,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-05-06,3.0
119,119,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-05-13,7.0
120,120,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-05-20,7.0
121,121,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-05-27,2.0
122,122,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-06-03,7.0
123,123,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-06-10,5.0
124,124,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-06-17,6.0
125,125,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-06-24,4.0
126,126,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-07-01,11.000001
127,127,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-07-08,11.0
128,128,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-07-15,6.0
129,129,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-07-22,6.0
130,130,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-07-29,5.0
131,131,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-08-05,2.0
132,132,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-08-12,2.0
133,133,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-08-19,6.0
134,134,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-08-26,1.0
135,135,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-09-02,1.0
136,136,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-09-09,1.0
137,137,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-09-16,9.0
138,138,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-09-23,2.0
139,139,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-09-30,5.0
140,140,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-10-07,1.0
141,141,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-10-14,8.0
142,142,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-10-21,3.0
143,143,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-10-28,3.0
144,144,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-11-04,1.0
145,145,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-11-11,0.0
146,146,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-11-18,0.0
147,147,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-11-25,0.0
148,148,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-12-02,0.0
149,149,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-12-09,0.0
150,150,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-12-16,0.0
151,151,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-12-23,0.0
152,152,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2013-12-30,0.0
153,153,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-01-06,0.0
154,154,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-01-13,0.0
155,155,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-01-20,0.0
156,156,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-01-27,0.0
157,157,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-02-03,0.0
158,158,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-02-10,4.0
159,159,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-02-17,8.0
160,160,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-02-24,2.0
161,161,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-03-03,14.0
162,162,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-03-10,0.0
163,163,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-03-17,4.0
164,164,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-03-24,3.0
165,165,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-03-31,4.0
166,166,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-04-07,5.0
167,167,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-04-14,6.0
168,168,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-04-21,15.0
169,169,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-04-28,2.0
170,170,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-05-05,8.0
171,171,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-05-12,6.0
172,172,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-05-19,9.0
173,173,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-05-26,2.0
174,174,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-06-02,8.0
175,175,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-06-09,5.0
176,176,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-06-16,8.0
177,177,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-06-23,6.0
178,178,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-06-30,6.0
179,179,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-07-07,1.0
180,180,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-07-14,2.0
181,181,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-07-21,6.0
182,182,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-07-28,5.0
183,183,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-08-04,3.0
184,184,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-08-11,10.0
185,185,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-08-18,4.0
186,186,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-08-25,3.0
187,187,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-09-01,9.0
188,188,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-09-08,11.0
189,189,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-09-15,5.0
190,190,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-09-22,2.0
191,191,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-09-29,3.0
192,192,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-10-06,9.0
193,193,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-10-13,4.0
194,194,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-10-20,6.0
195,195,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-10-27,6.0
196,196,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-11-03,3.0
197,197,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-11-10,5.0
198,198,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-11-17,6.0
199,199,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-11-24,3.0
200,200,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-12-01,0.0
201,201,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-12-08,6.0
202,202,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-12-15,10.0
203,203,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-12-22,7.0
204,204,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-12-29,6.0
205,205,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-01-05,9.0
206,206,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-01-12,10.0
207,207,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-01-19,0.0
208,208,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-01-26,5.0
209,209,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-02-02,4.0
210,210,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-02-09,3.0
211,211,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-02-16,10.0
212,212,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-02-23,2.0
213,213,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-03-02,2.0
214,214,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-03-09,10.0
215,215,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-03-16,8.0
216,216,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-03-23,1.0
217,217,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-03-30,0.0
218,218,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-04-06,5.0
219,219,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-04-13,5.0
220,220,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-04-20,4.0
221,221,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-04-27,6.0
222,222,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-05-04,5.0
223,223,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-05-11,3.0
224,224,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-05-18,3.0
225,225,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-05-25,3.0
226,226,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-06-01,7.0
227,227,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-06-08,7.0
228,228,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-06-15,5.0
229,229,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-06-22,2.0
230,230,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-06-29,1.0
231,231,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-07-06,3.0
232,232,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-07-13,5.0
233,233,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-07-20,6.0
234,234,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-07-27,1.0
235,235,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-08-03,2.0
236,236,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-08-10,5.0
237,237,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-08-17,2.0
238,238,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-08-24,7.0
239,239,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-08-31,3.0
240,240,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-09-07,1.0
241,241,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-09-14,5.0
242,242,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-09-21,6.0
243,243,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-09-28,3.0
244,244,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-10-05,4.0
245,245,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-10-12,7.0
246,246,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-10-19,2.0
247,247,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-10-26,3.0
248,248,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-11-02,4.0
249,249,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-11-09,2.0
250,250,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-11-16,5.0
251,251,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-11-23,10.0
252,252,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-11-30,5.0
253,253,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-12-07,6.0
254,254,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-12-14,11.0
255,255,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-12-21,3.0
256,256,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2015-12-28,4.0
257,257,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2016-01-04,3.0
258,258,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2016-01-11,3.0
259,259,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2016-01-18,3.0
260,260,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2016-01-25,1.0
261,261,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2016-02-01,7.0
262,262,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2016-02-08,10.0
263,263,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2016-02-15,5.0
264,264,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2016-02-22,4.0
265,265,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2016-02-29,2.0
266,266,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2016-03-07,3.0
267,267,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2016-03-14,7.0
268,268,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2016-03-21,7.0
269,269,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2016-03-28,8.0
270,270,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2016-04-04,10.0
271,271,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2016-04-11,9.0
272,272,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2016-04-18,8.0
273,273,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2016-04-25,4.0
274,274,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2016-05-02,0.0
275,275,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2016-05-09,0.0
276,276,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2016-05-16,0.0
277,277,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2016-05-23,0.0
278,278,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2016-05-30,0.0
279,279,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2016-06-06,0.0
280,280,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2016-06-13,0.0
281,281,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2016-06-20,0.0
282,2819,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-01-31,1.0
283,2820,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-02-07,3.0
284,2821,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-02-14,5.0
285,2822,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-02-21,0.0
286,2823,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-02-28,1.0
287,2824,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-03-07,7.0
288,2825,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-03-14,0.0
289,2826,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-03-21,4.0
290,2827,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-03-28,3.0
291,2828,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-04-04,1.0
292,2829,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-04-11,3.0
293,2830,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-04-18,4.0
294,2831,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-04-25,6.0
295,2832,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-05-02,9.0
296,2833,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-05-09,9.0
297,2834,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-05-16,3.0
298,2835,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-05-23,7.0
299,2836,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-05-30,4.0
300,2837,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-06-06,7.0
301,2838,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-06-13,12.0
302,2839,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-06-20,11.0
303,2840,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-06-27,9.0
304,2841,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-07-04,3.0
305,2842,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-07-11,5.0
306,2843,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-07-18,9.0
307,2844,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-07-25,6.0
308,2845,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-08-01,7.0
309,2846,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-08-08,8.0
310,2847,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-08-15,9.0
311,2848,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-08-22,6.0
312,2849,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-08-29,5.0
313,2850,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-09-05,9.0
314,2851,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2011-09-12,3.0
